What other names does Salesianum go by?	Salesianum is also called Sallies.
What extracurricular sports are available at Salesianum?	Salesianum offers extracurricular sports like Football, Soccer, Lacrosse, Cross Country, Track, Rugby, and Golf, plus more.
What are the athletic offerings at Salesianum?	Salesianum offers a variety of athletics, including Football, Soccer, Lacrosse, Cross Country, Track, Rugby, and Golf, among others.
What physical activities are offered at Salesianum?	Salesianum provides physical activities such as Football, Soccer, Lacrosse, Cross Country, Track, Rugby, and Golf, alongside other options.
What sports are included in Salesianum's program?	Salesianum's sports program includes Football, Soccer, Lacrosse, Cross Country, Track, Rugby, and Golf, with additional choices available.
What are the available sports teams at Salesianum?	Salesianum offers teams in Football, Soccer, Lacrosse, Cross Country, Track, Rugby, and Golf, among other sports.

What clubs are available at Salesianum?	Salesianum has one hour in the middle of the day called Flex, where students have time to eat lunch and attend clubs. There are over 100 clubs, and students are encouraged to start a new one if they don't see one that they want.
What extracurricular clubs are there at Salesianum?	Salesianum hosts over 100 clubs during the middle of the day in Flex time, allowing students to eat lunch and participate. Students are also encouraged to initiate new clubs if they desire.
What organizations can students join at Salesianum?	Salesianum offers over 100 clubs during the midday Flex period, providing students with opportunities to eat lunch and engage in activities. Students are encouraged to establish new clubs as well.
What after-school clubs are offered at Salesianum?	Salesianum provides over 100 clubs during the Flex period, allowing students to have lunch and participate in various activities. Students are encouraged to create new clubs as needed.
What are the club options at Salesianum?	Salesianum has over 100 clubs available during the Flex period, allowing students to eat lunch and engage in activities. Students are encouraged to initiate new clubs if interested.
What student organizations are available at Salesianum?	Salesianum offers over 100 student organizations during the Flex period, providing opportunities for lunch and club participation. Students are also urged to establish new organizations.
What clubs can students participate in at Salesianum?	Salesianum offers over 100 clubs during the Flex period, allowing students to have lunch and engage in various activities. Students are encouraged to form new clubs if they wish.
What extracurricular activities are at Salesianum?	Salesianum features over 100 activities during the Flex period, allowing students to have lunch and participate. Students are encouraged to create new activities as well.

Does Salesianum offer music programs?	Salesianum has a marching band as an extracurricular, as well as a band and chorus. In addition, there are several music-related electives, such as Piano and AP Music Theory.
What music programs does Salesianum provide?	Salesianum offers a marching band, band, and chorus as extracurricular activities, along with music-related electives like Piano and AP Music Theory.
What musical opportunities are available at Salesianum?	Salesianum provides a marching band, band, and chorus as extracurricular options, along with music-related electives such as Piano and AP Music Theory.
What musical activities are at Salesianum?	Salesianum offers extracurricular activities including a marching band, band, and chorus, along with music-related electives like Piano and AP Music Theory.
What music classes are offered at Salesianum?	Salesianum offers a range of music classes, including a marching band, band, and chorus as extracurriculars, alongside electives like Piano and AP Music Theory.
What are the music options at Salesianum?	Salesianum features a marching band, band, and chorus as extracurriculars, plus music-related electives such as Piano and AP Music Theory.
What are the musical electives at Salesianum?	Salesianum offers musical electives such as Piano and AP Music Theory, in addition to extracurricular options like a marching band, band, and chorus.
What musical programs are at Salesianum?	Salesianum includes programs such as a marching band, band, and chorus as extracurriculars, along with music-related electives like Piano and AP Music Theory.
What music courses are available at Salesianum?	Salesianum offers courses such as a marching band, band, and chorus as extracurriculars, as well as music-related electives like Piano and AP Music Theory.

Does Salesianum have theatre, drama, or art classes?	Salesianum has several art-related classes, with one graduation requirement being that students must take at least one. These include Theatre, Improvisation, and Art I - III, to name a few.
What art classes are offered at Salesianum?	Salesianum provides art-related classes including Theatre, Improvisation, and Art I - III, with students required to take at least one as a graduation requirement.
What artistic opportunities are there at Salesianum?	Salesianum offers art classes such as Theatre, Improvisation, and Art I - III, with students needing to complete at least one for graduation.
What are the visual arts options at Salesianum?	Salesianum features visual arts classes like Theatre, Improvisation, and Art I - III, with students mandated to complete at least one for graduation.
What are the drama classes at Salesianum?	Salesianum offers drama-related classes such as Theatre, Improvisation, and Art I - III, with students required to take at least one for graduation.
What are the theatre opportunities at Salesianum?	Salesianum provides theatre classes such as Theatre, Improvisation, and Art I - III, with students needing to take at least one for graduation.
What are the artistic electives at Salesianum?	Salesianum includes artistic electives such as Theatre, Improvisation, and Art I - III, with students mandated to complete at least one for graduation.
What are the art programs at Salesianum?	Salesianum has art programs like Theatre, Improvisation, and Art I - III, with students required to take at least one for graduation.
What visual arts courses are available at Salesianum?	Salesianum offers visual arts courses like Theatre, Improvisation, and Art I - III, with students needing to complete at least one for graduation.

What is the tuition fee at Salesianum?	The tuition fee is subject to change; Please check the school's website for that information.
What are the tuition costs at Salesianum?	The tuition costs vary; please refer to the school's website for current information.
What is the cost of tuition at Salesianum?	The cost of tuition can change; please visit the school's website for up-to-date details.
What are the fees for attending Salesianum?	The fees for attending Salesianum can change; please consult the school's website for the latest information.
What is the price of attending Salesianum?	The price of attending Salesianum can vary; please review the school's website for the most recent details.
What is the expense of tuition at Salesianum?	The expense of tuition at Salesianum may vary; please see the school's website for the latest information.
What are the charges for Salesianum?	The charges for Salesianum can vary; please check the school's website for current details.
What are the expenses of attending Salesianum?	The expenses of attending Salesianum can change; please refer to the school's website for the latest updates.
What are the costs to attend Salesianum?	The costs to attend Salesianum can vary; please visit the school's website for the most recent information.

Does Salesianum offer financial aid?	Salesianum is very flexible when it comes to financial aid, and is willing to provide for those in need.
What financial aid options are available at Salesianum?	Salesianum offers various financial aid options and is committed to assisting those in need.
What assistance does Salesianum provide with finances?	Salesianum provides financial assistance and is committed to supporting those in need.
What aid is available at Salesianum?	Salesianum offers aid and is committed to assisting those in need financially.
What support does Salesianum offer with tuition?	Salesianum offers support with tuition and is committed to assisting those who need financial help.
What financial help does Salesianum offer?	Salesianum offers financial help and is committed to assisting those who need it.
What is Salesianum's financial aid policy?	Salesianum's financial aid policy includes various options to assist those in need.
What options are there for financial aid at Salesianum?	Salesianum provides various options for financial aid to support those in need.
What financial support does Salesianum provide?	Salesianum provides financial support to assist those in need.

Does Salesianum give scholarships?	Salesianum School gives out several scholarships to prospective students every year. These are based on things like academic performance.
What scholarships are available at Salesianum?	Salesianum offers several scholarships annually to prospective students, based on factors such as academic achievement.
What financial scholarships does Salesianum offer?	Salesianum offers financial scholarships to prospective students based on academic performance.
What types of scholarships does Salesianum provide?	Salesianum provides various scholarships to prospective students based on academic criteria.
What academic scholarships are at Salesianum?	Salesianum offers academic scholarships to prospective students based on their academic performance.
What are the scholarship opportunities at Salesianum?	Salesianum provides opportunities for scholarships to prospective students based on academic achievements.
What scholarship programs are at Salesianum?	Salesianum has scholarship programs for prospective students based on academic excellence.
What are the financial awards at Salesianum?	Salesianum offers financial awards to prospective students based on academic success.
What scholarships does Salesianum offer?	Salesianum offers scholarships to prospective students based on academic merit.

How do I get into Salesianum?	To get admitted to Salesianum, you must take an entrance exam to gauge your academic strengths and weaknesses. After that, students have the opportunity to take subsequent exams to test out of certain classes that they may have already taken in middle school (e.g., Algebra and Geometry).
How do I apply to Salesianum?	To apply to Salesianum, you must take an entrance exam to assess your academic strengths and weaknesses. Additionally, students can take exams to exempt certain middle school classes (e.g., Algebra and Geometry).
How do students get admitted to Salesianum?	Students gain admission to Salesianum by taking an entrance exam to evaluate their academic abilities. They can also test out of middle school classes like Algebra and Geometry.
How can I enroll in Salesianum?	To enroll in Salesianum, you must take an entrance exam to assess your academic abilities. You can also test out of middle school classes such as Algebra and Geometry.
What is the admissions process for Salesianum?	The admissions process for Salesianum involves taking an entrance exam to evaluate academic abilities. Students may also exempt certain middle school classes like Algebra and Geometry.
How can I get into Salesianum?	To gain admission to Salesianum, you must take an entrance exam to evaluate your academic abilities. You can also exempt certain middle school classes such as Algebra and Geometry.
How do prospective students apply to Salesianum?	Prospective students apply to Salesianum by taking an entrance exam to assess their academic skills. They can also exempt middle school classes such as Algebra and Geometry.
How do I join Salesianum?	To join Salesianum, you must take an entrance exam to evaluate your academic skills. You can also exempt certain middle school classes such as Algebra and Geometry.
What is the process to enroll at Salesianum?	The process to enroll at Salesianum involves taking an entrance exam to evaluate academic skills. Students can also exempt middle school classes such as Algebra and Geometry.

Are there open house events at Salesianum?	Salesianum has several open-house events and tours that provide prospective students and parents with a better understanding of the school.
What open houses does Salesianum have?	Salesianum hosts multiple open-house events and tours to help prospective students and parents learn more about the school.
What are the open house events at Salesianum?	Salesianum holds various open house events and tours for prospective students and parents to explore the school.
When are Salesianum's open houses?	Salesianum's open houses occur at different times throughout the year, providing opportunities for prospective students and parents to visit.
What are the tour options at Salesianum?	Salesianum offers tours and open house events throughout the year for prospective students and parents to attend.
What events does Salesianum have for prospective students?	Salesianum hosts events such as open houses and tours for prospective students and parents to attend.
What are the visitation opportunities at Salesianum?	Salesianum provides visitation opportunities through open houses and tours for prospective students and parents.
What are the school visit options at Salesianum?	Salesianum offers school visit options, including open houses and tours, for prospective students and parents.
What outreach events does Salesianum have?	Salesianum conducts outreach events like open houses and tours for prospective students and parents.

What are the dining options at Salesianum?	Salesianum's school lunch is made fresh daily by several chefs from CulinArt. The daily food options include Pizza, Chicken Fingers, Fries, and a Salad Bar. Additionally, there are other foods that rotate daily.
What food choices are available at Salesianum?	Salesianum offers a daily school lunch prepared fresh by CulinArt chefs, featuring options like Pizza, Chicken Fingers, Fries, and a Salad Bar. There are also rotating daily specials.
What dining selections does Salesianum provide?	Salesianum provides daily dining options with a fresh school lunch prepared by CulinArt chefs, including Pizza, Chicken Fingers, Fries, and a Salad Bar. Additional daily specials are also available.
What are the meal options at Salesianum?	Salesianum offers meal options with a daily school lunch freshly prepared by CulinArt chefs, such as Pizza, Chicken Fingers, Fries, and a Salad Bar. There are also daily rotating specials.
What lunch choices does Salesianum offer?	Salesianum provides lunch choices with a daily school lunch freshly made by CulinArt chefs, featuring options like Pizza, Chicken Fingers, Fries, and a Salad Bar. Daily specials also rotate.
What are the cafeteria options at Salesianum?	Salesianum's cafeteria options include a daily school lunch prepared fresh by CulinArt chefs, with selections like Pizza, Chicken Fingers, Fries, and a Salad Bar. Additional rotating specials are also available.
What are the food offerings at Salesianum?	Salesianum offers food offerings with a daily school lunch prepared fresh by CulinArt chefs, featuring items such as Pizza, Chicken Fingers, Fries, and a Salad Bar. There are also rotating daily specials.
What is available for lunch at Salesianum?	Salesianum provides lunch options with a daily school lunch freshly made by CulinArt chefs, including Pizza, Chicken Fingers, Fries, and a Salad Bar. Daily specials are also offered.
What are the lunch menus at Salesianum?	Salesianum's lunch menus include a daily school lunch prepared fresh by CulinArt chefs, offering choices like Pizza, Chicken Fingers, Fries, and a Salad Bar. Rotating daily specials are also featured.

Does Salesianum have a library?	The library at Salesianum is a large, open space where students can unwind, study, and work on projects. It includes two private seminar rooms that students can reserve, for example if a group of students needed to work on a group project. It's open before and after school, as well as during the day at all times.
What library facilities does Salesianum have?	Salesianum's library is a spacious, open area for students to relax, study, and collaborate on projects. It features two private seminar rooms available for student reservations, such as group project meetings. The library is open before and after school, and throughout the day.
What are the library resources at Salesianum?	Salesianum's library offers a large, open space for students to study, relax, and work on projects. It includes two private seminar rooms that can be reserved for group work. The library is accessible before and after school, as well as throughout the day.
What is available at the library at Salesianum?	The library at Salesianum provides a spacious, open environment where students can study, relax, and collaborate on projects. It features two private seminar rooms that students can reserve for group activities. The library is open before and after school, and during the day.
What does Salesianum's library offer?	Salesianum's library provides a large, open area where students can study, relax, and collaborate on projects. It includes two private seminar rooms available for student reservations for group work. The library is accessible before and after school, and throughout the day.
What are the library services at Salesianum?	Salesianum's library offers a spacious, open setting where students can study, relax, and work on projects. It features two private seminar rooms that students can reserve for group activities. The library is open before and after school, and during the day.
What are the library amenities at Salesianum?	Salesianum's library amenities include a large, open space where students can study, relax, and collaborate on projects. It has two private seminar rooms that students can reserve for group work. The library is open before and after school, and throughout the day.
What are the resources at Salesianum's library?	Salesianum's library provides a large, open area where students can study, relax, and work on projects. It includes two private seminar rooms that students can reserve for group activities. The library is open before and after school, and during the day.
What is in Salesianum's library?	Salesianum's library offers a large, open space for students to study, relax, and collaborate on projects. It includes two private seminar rooms that students can reserve for group work. The library is open before and after school, and during the day.

What technology resources does Salesianum provide?	Salesianum has a computer lab on the bottom floor of the school, with most of the computers being desktops. There is one full-time IT technician who ensures that everything runs smoothly and is always available to assist with any issues that may arise.
What tech resources are available at Salesianum?	Salesianum offers a computer lab on the lower level of the school, primarily equipped with desktop computers. A full-time IT technician is on hand to maintain operations and provide support as needed.
What technological facilities does Salesianum have?	Salesianum features a computer lab located on the lower level of the school, equipped mainly with desktop computers. An on-site IT technician ensures smooth operation and offers assistance when necessary.
What are the technology services at Salesianum?	Salesianum provides a computer lab situated on the lower level of the school, outfitted primarily with desktop computers. An IT technician is available full-time to oversee operations and address any concerns.
What tech support does Salesianum offer?	Salesianum offers a computer lab with desktop computers on the lower level of the school. A full-time IT technician is available to maintain operations and assist with any issues.
What are the IT resources at Salesianum?	Salesianum has a computer lab with desktop computers located on the lower level of the school. An on-site IT technician ensures smooth functioning and provides support as needed.
What are the technology resources at Salesianum?	Salesianum offers a computer lab on the lower level, primarily featuring desktop computers. An IT technician is available full-time to support and maintain operations.
What are the tech options at Salesianum?	Salesianum provides a computer lab with desktop computers on the lower level. An IT technician is present full-time to manage operations and offer assistance.
What is the tech setup at Salesianum?	Salesianum has a computer lab with desktop computers on the lower level. An IT technician is on hand full-time to oversee operations and provide support.

Does Salesianum have a gym?	Salesianum has a gym, as well as a two-story weightroom, on-campus. Physical Education classes use these facilities, as well as the tennis courts outside and the stadium down the street.
Does Salesianum have a fitness center?	Salesianum features a gym and a two-level weightroom. PE classes utilize these areas, along with the outdoor tennis courts and nearby stadium.
Is there a gym at Salesianum?	Salesianum includes a gym and a two-story weightroom. Physical Education classes use these facilities, plus the tennis courts and stadium.
Does Salesianum provide a gym?	Salesianum offers a gym and a two-floor weightroom. These are used by PE classes, as well as the outdoor tennis courts and stadium.
Are there gym facilities at Salesianum?	Salesianum's gym and two-story weightroom are available for PE classes, along with tennis courts and the stadium nearby.
What gym resources are at Salesianum?	Salesianum includes a gym, a two-level weightroom, tennis courts, and a stadium used by PE classes.
What workout facilities does Salesianum have?	Salesianum has a gym, a two-story weightroom, tennis courts, and a stadium for PE classes.

What classes do freshmen have to take?	Freshmen are required to take Catholic and Salesian Identity (a religion class), as well as Physical Education.
What courses are mandatory for freshmen at Salesianum?	Freshmen must take Catholic and Salesian Identity (religion) and Physical Education.
What subjects are required for Salesianum freshmen?	All freshmen must enroll in Catholic and Salesian Identity and Physical Education.
Which classes are compulsory for freshmen at Salesianum?	Freshmen are required to take Catholic and Salesian Identity and PE.
What are the required courses for freshmen at Salesianum?	Freshmen must take Catholic and Salesian Identity and Physical Education.
What must freshmen study at Salesianum?	Freshmen are required to take the religion class Catholic and Salesian Identity, along with Physical Education.
What mandatory classes do freshmen take at Salesianum?	Freshmen need to enroll in Catholic and Salesian Identity and Physical Education.

Are there opportunities for service at Salesianum?	Salesianum requires that all students complete a service requirement for each year. The requirement consists of a category (e.g. assisting the elderly) and a number of hours. There are several opportunities throughout the year to earn service hours through the school.
Does Salesianum have service requirements?	All students at Salesianum must complete a yearly service requirement, involving specific categories and hours.
What service opportunities are available at Salesianum?	Salesianum students need to fulfill annual service hours in various categories like helping the elderly.
What are the service obligations at Salesianum?	Students must meet yearly service requirements in different categories, with many opportunities provided by the school.
What kind of service work is required at Salesianum?	Salesianum mandates yearly service hours in designated categories, with school-supported opportunities.
How do students fulfill service requirements at Salesianum?	Students complete annual service hours in various categories, supported by multiple opportunities through Salesianum.
What are the service opportunities at Salesianum?	Salesianum students must complete service hours each year in specific categories, with numerous school-provided opportunities.

Does Salesianum offer National Honors Society membership?	Salesianum has a thriving National Honors Society, which is available for Juniors and Seniors to join.
Is there a National Honors Society at Salesianum?	Salesianum's National Honors Society is active and open to Juniors and Seniors.
Can students join the National Honors Society at Salesianum?	At Salesianum, Juniors and Seniors can become members of the National Honors Society.
Does Salesianum have an NHS chapter?	Salesianum hosts a vibrant National Honors Society for Juniors and Seniors.
Is NHS available at Salesianum?	Juniors and Seniors at Salesianum can join the National Honors Society.
Does Salesianum participate in NHS?	Salesianum has a National Honors Society chapter for Juniors and Seniors.
Are there NHS opportunities at Salesianum?	Salesianum's NHS chapter is active, welcoming Juniors and Seniors to join.

Who are some of the notable alumni from Salesianum?	Some of the notable Alumni from Salesianum include Miguel Bezos (father of Jeff Bezos), Hugh T. Broomall (Air Force Major General), and Joe Campbell (Super Bowl Champion).
Who are famous Salesianum alumni?	Notable Salesianum alumni include Miguel Bezos, Hugh T. Broomall, and Joe Campbell.
Which notable figures graduated from Salesianum?	Among Salesianum's notable alumni are Miguel Bezos, Hugh T. Broomall, and Joe Campbell.
Who are distinguished alumni of Salesianum?	Distinguished Salesianum alumni include Miguel Bezos, Hugh T. Broomall, and Joe Campbell.
Who are some well-known Salesianum graduates?	Well-known graduates of Salesianum include Miguel Bezos, Hugh T. Broomall, and Joe Campbell.
Can you name famous Salesianum alumni?	Famous Salesianum alumni include Miguel Bezos, Hugh T. Broomall, and Joe Campbell.
Which notable people are alumni of Salesianum?	Notable Salesianum alumni include Miguel Bezos, Hugh T. Broomall, and Joe Campbell.

What is SalsThon?	SalsThon is an annual fundraiser that's done together with Salesianum's sister schools, Padua and Ursuline. It's an all-night event that includes things like a dance, movies, bouncehouses, and several other activities. SalsThon partners with a different non-profit organization each year, raising funds for them. SalsThon has raised nearly 2 million dollars over the years.
What is SalsThon at Salesianum?	SalsThon is a yearly fundraiser with Padua and Ursuline, featuring dances, movies, bouncehouses, and more, supporting various non-profits.
Can you describe SalsThon?	SalsThon, an annual event with Padua and Ursuline, includes dances, movies, bouncehouses, and raises funds for different non-profits each year.
What happens at SalsThon?	SalsThon is a fundraising event with Padua and Ursuline, featuring activities like dances, movies, and bouncehouses, supporting different non-profits annually.
What is the purpose of SalsThon?	SalsThon aims to raise funds for non-profits through an event with Padua and Ursuline, including dances, movies, and bouncehouses.
How does SalsThon work?	SalsThon partners with Padua and Ursuline for a fundraising event with dances, movies, bouncehouses, and supports various non-profits.
What activities are included in SalsThon?	SalsThon features dances, movies, bouncehouses, and more, as part of a fundraising effort with Padua and Ursuline for different non-profits.

What's the dress code for Salesianum?	The dress code at Salesianum consists of khaki pants, a button-down shirt, a blazer, a tie, and dress shoes. Students are required to be clean-shaven, and have hair shorter than shoulder-length.
What is the Salesianum dress code?	Salesianum's dress code requires khaki pants, a button-down shirt, a blazer, a tie, and dress shoes. Students must be clean-shaven and have hair shorter than shoulder-length.
How should students dress at Salesianum?	Students at Salesianum must wear khaki pants, a button-down shirt, a blazer, a tie, and dress shoes, and be clean-shaven with hair shorter than shoulder-length.
What are the uniform requirements at Salesianum?	Salesianum's uniform includes khaki pants, a button-down shirt, a blazer, a tie, and dress shoes, with students needing to be clean-shaven and have hair shorter than shoulder-length.
What clothing is mandatory at Salesianum?	Salesianum requires khaki pants, a button-down shirt, a blazer, a tie, dress shoes, and mandates clean-shaven faces and hair shorter than shoulder-length for students.
What attire do Salesianum students need?	Students at Salesianum need to wear khaki pants, a button-down shirt, a blazer, a tie, dress shoes, and maintain a clean-shaven face with hair shorter than shoulder-length.
What is the student dress code at Salesianum?	Salesianum's dress code mandates khaki pants, a button-down shirt, a blazer, a tie, dress shoes, and requires students to be clean-shaven with hair shorter than shoulder-length.
